stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
EA,3/31/2020,68000000,,397000000,461000000,5523000000,,6517000000,642000000,-50000000,1903000000,2664000000,3768000000,2015000000,-50000000,1885000000,435000000,7508000000,247000000,3000000,11112000000,1158000000,,7461000000,3651000000,,53000000,1967000000,,
EA,12/31/2019,61000000,,995000000,798000000,5283000000,,6629000000,645000000,-33000000,1828000000,2338000000,3603000000,1933000000,-33000000,1892000000,423000000,7267000000,193000000,3000000,11161000000,1384000000,,7237000000,3924000000,,62000000,1999000000,,
EA,9/30/2019,148000000,,995000000,856000000,5196000000,,6040000000,661000000,-10000000,1835000000,1818000000,2940000000,1930000000,-10000000,1890000000,441000000,7165000000,234000000,3000000,10593000000,956000000,,7158000000,3435000000,,72000000,1943000000,,
EA,6/30/2019,56000000,,995000000,329000000,4513000000,,5800000000,652000000,-17000000,1208000000,1650000000,3533000000,1325000000,-17000000,1892000000,434000000,6499000000,221000000,3000000,9749000000,990000000,,6485000000,3264000000,,80000000,1654000000,,
TAL,2/29/2020,117770000,25832000,,15190000,1872985000,571601000,2495781000,1610348000,-28913000,79534000,1806558000,1873866000,250765000,-28913000,378913000,8622000,868809000,28084000,200000,5571246000,831178000,,2515736000,3027049000,1675640000,263838000,345457000,,28461000
TAL,11/30/2019,148393000,21288000,,5840000,1921911000,583158000,3007136000,1453349000,-34400000,75726000,2187891000,2357357000,222837000,-34400000,406439000,8689000,985477000,5348000,199000,5938695000,1257328000,,2594126000,3307872000,1642850000,265776000,372430000,,36697000
TAL,8/31/2019,112246000,12456000,,17743000,1844908000,673549000,1788436000,1396645000,-55997000,57214000,1338162000,1288449000,198855000,-55997000,402453000,9949000,957300000,2041000,198000,4726173000,561840000,,2513596000,2171588000,1612095000,266235000,253843000,,40989000
TAL,5/31/2019,76759000,10880000,,20172000,2050748000,739652000,2146075000,1370541000,-14658000,34737000,1684275000,1568429000,355290000,-14658000,406914000,13741000,971700000,3097000,198000,5101410000,996891000,,2540600000,2518258000,1583360000,82938000,343767000,,42552000
GTE,3/31/2020,137369000,,783763000,87441000,781549000,,184877000,1562338000,,,147845000,39346000,60092000,,,91320000,-511913000,32070000,10270000,1807307000,7476000,,781549000,1025758000,1283192000,,26020000,,
GTE,12/31/2019,151747000,,696919000,172129000,930029000,,290688000,1577393000,,,199341000,8301000,74002000,,,112254000,-260287000,15517000,10270000,2044664000,28622000,,1032610000,1012054000,1282627000,,94741000,,
GTE,9/30/2019,199769000,,635546000,127539000,902471000,,200977000,1573304000,,,205977000,13959000,78131000,,,111231000,-287292000,17500000,10270000,1959861000,747000,,1005052000,954809000,1282074000,,41979000,,
GTE,6/30/2019,182325000,,690317000,125583000,944351000,,340570000,1500888000,,,189186000,147712000,81608000,,,103152000,-258459000,13967000,10285000,2031828000,472000,,1046932000,984896000,1295106000,,53308000,,
UNP,3/31/2020,711000000,692000000,25932000000,1669000000,15288000000,2078000000,3804000000,55191000000,-1329000000,,4641000000,1130000000,440000000,-40321000000,,13880000000,49419000000,253000000,2781000000,62216000000,1241000000,,15991000000,46225000000,4112000000,703000000,60000000,1392000000,
UNP,12/31/2019,749000000,751000000,23452000000,1595000000,17495000000,2050000000,3459000000,55095000000,-1356000000,,4351000000,831000000,436000000,-37780000000,,13780000000,48605000000,222000000,2780000000,61673000000,1034000000,,18128000000,43545000000,4523000000,633000000,60000000,1143000000,
UNP,9/30/2019,711000000,771000000,23812000000,1650000000,17378000000,2003000000,4073000000,54781000000,-1305000000,,4587000000,1250000000,483000000,-37144000000,,13519000000,47875000000,342000000,2780000000,61978000000,1196000000,,18016000000,43962000000,4505000000,638000000,60000000,1307000000,
UNP,6/30/2019,746000000,775000000,22416000000,1809000000,17515000000,1989000000,4086000000,54535000000,-1298000000,,5665000000,1049000000,442000000,-35560000000,,13305000000,46997000000,393000000,2780000000,61708000000,1193000000,,18171000000,43537000000,3954000000,656000000,60000000,2185000000,
VGM,2/29/2020,6589755,,514032924,16191389,780103148,902099762,16191389,,,,7605551,,383470721,,,20249,76561889,,703541259,1301761872,65525,,780103148,521658724,,,,,
VGM,11/30/2019,6589755,,514032924,16191389,780103148,902099762,16191389,,,,7605551,,383470721,,,20249,76561889,,703541259,1301761872,65525,,780103148,521658724,,,,,
VGM,8/31/2019,4613873,,211380000,14969853,763722771,907386396,14969853,,,,278784261,,331548408,,,17625,58667696,,705055075,1253904657,73874,,763722771,490181886,,,,,
VGM,5/31/2019,4613873,,211380000,14969853,763722771,907386396,14969853,,,,278784261,,331548408,,,17625,58667696,,705055075,1253904657,73874,,763722771,490181886,,,,,
WYY,3/31/2020,12218629,137502,,32698001,4780802,,42835907,6362962,-279924,,37001868,9323673,463062,-279924,18555578,2412463,-69697075,,83837,70538433,2171658,,25657304,44881129,95550466,2320924,,,
WYY,12/31/2019,13581822,213713,,28557886,3933070,,36532360,6614344,-242594,,31528266,6879627,140403,-242594,18555578,2232122,-70180963,,83861,64293455,2449014,,24939418,39354037,95279114,2450770,,,
WYY,9/30/2019,6108178,118619,,20217752,3952408,,28173643,6272359,-252183,,23321222,7099617,141702,-252183,18555578,1974694,-70147168,,84776,55783446,2208011,,25148150,30635296,95462725,2640164,,,
WYY,6/30/2019,6575453,460140,,19128002,3469681,,25804336,6485896,-201772,,21467194,5422065,142952,-201772,18555578,1962281,-70330878,,84776,53814903,2079886,,24851400,28963503,95299274,2826141,,,
ERA,3/31/2020,12475000,19941000,142004000,42015000,449558000,,193892000,556800000,,,48097000,113518000,1726000,-10744000,,102904000,7463000,,230000,752510000,4586000,,449650000,300108000,452701000,92000,,17901000,2752000
ERA,12/31/2019,12923000,20066000,141832000,40824000,456646000,,195861000,566367000,,,50776000,117366000,2191000,-10183000,,104538000,14692000,,224000,764515000,5752000,,456742000,304961000,452009000,96000,,18317000,2812000
ERA,9/30/2019,11940000,20826000,158731000,51448000,455453000,,182861000,576757000,,,34396000,107736000,6363000,-10152000,,106290000,15372000,,224000,767075000,4522000,,456547000,307583000,451103000,1094000,,1845000,2945000
ERA,6/30/2019,13467000,21004000,158981000,54816000,457564000,,167072000,590227000,,,29981000,88430000,6487000,-8531000,,107779000,17282000,,224000,764884000,2794000,,458662000,303128000,449687000,1098000,,1859000,3094000
ASRV,3/31/2020,957593000,,66465000,,88896000,188772000,33440000,18559000,-14830000,3705000,986596000,24106000,915640000,-98110000,11944000,10855000,52745000,8509000,267000,1168355000,,,100840000,1067515000,145938000,,,12229000,
ASRV,12/31/2019,960513000,,55405000,,86670000,185670000,31347000,18567000,-16171000,3976000,1002068000,19168000,923656000,-99300000,11944000,11483000,51759000,11317000,267000,1171184000,,,98614000,1072570000,145888000,,,18729000,
ASRV,9/30/2019,969989000,,68506000,,90516000,186329000,42897000,18809000,-11821000,3578000,989263000,33126000,911447000,-94566000,11944000,7520000,50876000,9714000,266000,1171426000,,,102460000,1068966000,145884000,,,7580000,
ASRV,6/30/2019,968480000,,63070000,,89532000,195603000,33438000,18906000,-12550000,3710000,1014170000,28141000,930692000,-94291000,11944000,7707000,49618000,5240000,266000,1190583000,,,101476000,1089107000,145883000,,,10500000,
PDEX,3/31/2020,1912000,8643000,3449000,4170000,17021000,1659000,20578000,5758000,-1162000,53000,4438000,4378000,95000,-1162000,,325000,5351000,391000,12970000,28228000,533000,,17159000,11069000,,138000,2771000,642000,
PDEX,12/31/2019,1672000,7808000,3613000,2683000,17727000,1610000,20891000,5875000,100000,163000,3952000,6175000,205000,100000,,352000,4138000,492000,13634000,28726000,501000,,17872000,10854000,,145000,3540000,633000,
PDEX,9/30/2019,1376000,6844000,3775000,3157000,17315000,1306000,20355000,5840000,-606000,301000,3546000,6502000,341000,-606000,,191000,2889000,493000,15161000,27971000,366000,,17444000,10527000,,129000,3127000,624000,
PDEX,6/30/2019,1996000,6239000,3934000,4100000,16879000,582000,21783000,2726000,-549000,260000,4270000,7742000,300000,-549000,,308000,1742000,430000,15815000,25520000,434000,,17008000,8512000,,129000,2649000,622000,
LSCC,3/28/2020,44440000,48932000,170791000,74077000,71122000,,318678000,62145000,-2714000,476000,93727000,176572000,11545000,-2714000,267514000,36556000,-425123000,,1345000,664205000,9286000,,342959000,321246000,769451000,4323000,,21484000,
LSCC,12/28/2019,44350000,54980000,125072000,70486000,53168000,,262430000,62821000,-2603000,478000,99819000,118081000,12274000,-2603000,267514000,38028000,-433290000,,1339000,612016000,12337000,,327659000,284357000,762213000,6977000,,21474000,
LSCC,9/28/2019,29644000,59672000,139230000,62877000,31750000,,239209000,64726000,-2349000,226000,81428000,97413000,11575000,-2349000,267514000,40618000,-447277000,,1335000,593405000,15116000,,309645000,283760000,757936000,10381000,,17196000,
LSCC,6/29/2019,34263000,64964000,172287000,50322000,13879000,,256245000,65685000,-2256000,227000,83117000,122636000,13431000,-2256000,267514000,42286000,-460816000,,1325000,616659000,14539000,,295177000,321482000,756924000,13784000,,17190000,
LEVI,2/23/2020,304207000,854701000,994392000,709989000,1284534000,,2744999000,1487165000,-452734000,416390000,1291511000,873564000,572784000,-452734000,259534000,384082000,1445188000,222767000,399000,5115243000,32994000,,1594829000,3520414000,601976000,50761000,83978000,,
LEVI,11/24/2019,360324000,884192000,1006745000,782846000,1284961000,,2870186000,529558000,-404986000,407905000,1167204000,934237000,554104000,-404986000,235788000,441212000,1310464000,188170000,394000,4232418000,24050000,,1563531000,2660861000,657659000,42782000,80741000,,
LEVI,8/25/2019,357747000,935557000,1007008000,722001000,1182241000,,2813667000,498938000,-406450000,413256000,1186023000,863773000,547968000,-406450000,235630000,477621000,1219089000,212116000,393000,4138997000,102370000,,1460665000,2670652000,647633000,42794000,80220000,,
LEVI,5/26/2019,339497000,895319000,1011119000,574389000,1035009000,,2607146000,480515000,-411256000,414620000,1107714000,860933000,543236000,-411256000,235688000,469307000,1094666000,196769000,392000,3909393000,89579000,,1313505000,2588140000,629703000,42808000,79736000,,
HSY,3/29/2020,531928000,832193000,3377065000,705639000,-1793239000,,2854753000,2369503000,-365741000,25064000,2892799000,1094796000,166717000,-1107905000,1976699000,651243000,1404453000,173400000,221553000,8855443000,61273000,,1671231000,7180902000,1153130000,1487771000,,784058000,3310000
HSY,12/31/2019,550828000,815251000,3455249000,568509000,-1741741000,,2117102000,2373817000,-323966000,31033000,2008793000,493262000,168513000,-915002000,1985955000,671632000,1290461000,156022000,221553000,8140395000,20026000,,1739222000,6395401000,1142210000,1495008000,,699311000,5772000
HSY,9/29/2019,553561000,969071000,2817609000,849218000,-1825816000,,2375055000,2325944000,-324141000,29809000,2982374000,302636000,184283000,-7262885000,1982362000,639038000,7525653000,191166000,359901000,8464260000,74461000,,1753162000,6702669000,1130493000,1596616000,,349388000,8429000
HSY,6/30/2019,479792000,957953000,2812645000,538746000,-1525896000,,2093558000,2339219000,-336736000,29691000,2387427000,365963000,159767000,-7118245000,1805955000,639344000,7358277000,177956000,359901000,7793560000,17124000,,1675120000,6109479000,1075187000,1395061000,,349366000,8961000
CNR,4/4/2020,219300000,460405000,3692801000,512553000,-2539915000,,1538136000,953132000,-80137000,,629531000,475701000,13358000,-80646000,1183432000,489549000,-823980000,13379000,1262000,5392429000,32443000,2200000,347888000,5044541000,1251252000,1704371000,,25600000,
CNR,12/31/2019,205629000,439194000,3186912000,540206000,-2474976000,,1165749000,968996000,-32398000,,648544000,98386000,19307000,-33501000,1669594000,549792000,-281229000,9447000,1261000,5564346000,26427000,2400000,935318000,4629028000,1248787000,1740700000,,25600000,
CNR,9/28/2019,235247000,467916000,3306499000,622322000,-2534981000,,1282823000,952100000,-36139000,,744517000,105244000,10667000,-37239000,1677929000,485931000,-283159000,12459000,1257000,5708456000,74191000,2600000,927885000,4780571000,1247026000,1784937000,,25600000,
CNR,6/29/2019,241808000,502125000,3345400000,609843000,-2533830000,,1282226000,917392000,-27419000,,756133000,87496000,12088000,-28626000,1611213000,426035000,-308323000,12716000,1256000,5653740000,70454000,2800000,908204000,4745536000,1243897000,1830821000,,25600000,
REXR,3/31/2020,33423000,,926492000,37198000,2289349000,,155572000,3606896000,-154793000,,60826000,112432000,28669000,-154793000,,102330000,,5942000,1162000,3872431000,26531000,22252000,2370643000,1093753000,2524274000,81294000,,,165708000
REXR,12/31/2019,26736000,,866330000,35560000,2235604000,,129709000,3405113000,-126293000,,49765000,78857000,25554000,-126293000,,97107000,,14526000,1136000,3638622000,22224000,19383000,2313850000,1016173000,2439007000,78246000,,,66272000
REXR,9/30/2019,30051000,,868415000,31878000,2107279000,,242757000,3161883000,-127843000,,52101000,197508000,25488000,-127843000,,91598000,,12997000,1106000,3502394000,21869000,18410000,2179545000,1015851000,2306282000,72266000,,,64469000
REXR,6/30/2019,18735000,,766348000,29076000,2075967000,,218369000,2954522000,-114157000,,40769000,172209000,25630000,-114157000,,87496000,,15670000,1095000,3265341000,21523000,17726000,2142787000,900732000,2255849000,66820000,,,62728000
FUSB,3/31/2020,682595000,1308000,,,75617000,111214000,75098000,32448000,-763000,,696299000,71201000,561090000,-23065000,7435000,5044000,93418000,2589000,75000,788565000,,,84332000,704233000,13904000,1280000,,,
FUSB,12/31/2019,683662000,1378000,,,75923000,109493000,71475000,32759000,-46000,,694935000,67110000,566186000,-21896000,7435000,6193000,92755000,2686000,75000,788738000,,,84748000,703990000,13814000,1390000,,,
FUSB,9/30/2019,677640000,1348000,,,74856000,115022000,49409000,32928000,-573000,,678897000,45515000,565637000,-21746000,7435000,5800000,91731000,2546000,75000,771930000,,,83790000,688140000,13730000,1499000,,,
FUSB,6/30/2019,682806000,1458000,,,74692000,137362000,64072000,33267000,-338000,,683405000,59940000,533414000,-20710000,7435000,6226000,90737000,2674000,75000,777171000,,,83748000,693423000,13646000,1621000,,,
POR,3/31/2020,128000000,97000000,2478000000,233000000,2638000000,,505000000,7217000000,-9000000,,632000000,30000000,748000000,-9000000,,2589000000,1427000000,81000000,1220000000,8470000000,239000000,513000000,2638000000,5832000000,,,,,
POR,12/31/2019,165000000,96000000,2597000000,253000000,2199000000,,500000000,6820000000,-10000000,,519000000,30000000,682000000,-10000000,,2509000000,1381000000,58000000,1220000000,8394000000,231000000,483000000,2591000000,5803000000,,,,,
POR,9/30/2019,128000000,91000000,2328000000,234000000,2564000000,,416000000,7066000000,-7000000,,514000000,11000000,672000000,-7000000,,2568000000,1354000000,52000000,1217000000,8154000000,209000000,483000000,2564000000,5590000000,,,,,
POR,6/30/2019,119000000,101000000,2377000000,222000000,2542000000,,440000000,6992000000,-7000000,,440000000,11000000,565000000,-7000000,,2466000000,1334000000,71000000,1215000000,7997000000,141000000,380000000,2542000000,5455000000,,,,,
CPRX,3/31/2020,1347577,2211338,,6918563,99675717,,116943553,927210,83751,,17635513,101750937,8888,83751,,,-118262609,326590,103409,117879651,3591567,,99675717,18203934,217751166,,,,
CPRX,12/31/2019,4117447,1956792,,10536997,87629956,,111363623,1003719,9505,,24098742,89511710,8888,9505,,,-128688624,516665,103397,112376230,2590792,,87629956,24746274,216205678,,,,
CPRX,9/30/2019,4147029,599801,,10095352,77982538,,90579443,1093428,19428,,17982321,44983218,8888,19428,,,-136618337,430838,103041,96690559,2920194,,77982538,18708021,214478406,,,,
CPRX,6/30/2019,3328726,269879,,10376427,63281567,,72055863,1161209,21758,,14151529,23417512,8888,21758,,,-150248516,382285,102929,78234360,1844564,,63281567,14952793,213405396,,,,
CDLX,3/31/2020,1146000,,,61734000,134165000,,170042000,22506000,2609000,,58408000,102174000,9337000,2609000,,,-352162000,121000,8000,206078000,31652000,7375000,138358000,67720000,487903000,4193000,,,
CDLX,12/31/2019,1229000,,,85360000,139063000,,195730000,14290000,1312000,,78401000,104458000,10089000,1312000,,,-338631000,129000,8000,224313000,43083000,8500000,143267000,81046000,480578000,4204000,,,
CDLX,9/30/2019,1946000,,,65325000,123847000,,166075000,12125000,2634000,,63134000,95184000,11573000,2634000,,,-342058000,246000,8000,193247000,34442000,10235000,127321000,65926000,466737000,3474000,,,
CDLX,6/30/2019,1212000,,,66943000,43640000,,115301000,11895000,2069000,,57424000,32495000,13462000,2069000,,,-334311000,10254000,7000,143556000,30984000,12181000,46538000,97018000,378773000,2898000,,,
